"","score","text","klasifikasi","x"
"954",-1,"ini aku lagi pada kumpul ya di rumah bibi eh pada nyombongin ya vaksin sinovac lah moderna pfizer aku celetuki… ","Negatif","ini aku lagi pada kumpul ya di rumah bibi eh pada nyombongin ya vaksin sinovac lah moderna pfizer aku celetuki… "
"955",1," aku sendiri udah vaksin dosis sinovac selama ini sih aman intinya janga… ","Positif"," aku sendiri udah vaksin dosis sinovac selama ini sih aman intinya janga… "
"956",0," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilitas yang ada hanya… ","Netral"," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilitas yang ada hanya… "
"957",0," … ","Netral"," … "
"958",0," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilitas yang ada hany… ","Netral"," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilitas yang ada hany… "
"959",-1," rasah kakean cangkem asline aku ki ultramen tapi bar vaksin sinovac kekuatan ku ilang","Negatif"," rasah kakean cangkem asline aku ki ultramen tapi bar vaksin sinovac kekuatan ku ilang"
"961",-2," aku vaksin sinovac karena asma aku juga tidak yang parah banget sampai kambuh tiap bulan jadi nggapapa buatt vaksinn","Negatif"," aku vaksin sinovac karena asma aku juga tidak yang parah banget sampai kambuh tiap bulan jadi nggapapa buatt vaksinn"
"962",0," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilitas yang… ","Netral"," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilitas yang… "
"963",0,"bhabinkamtibmas kelurahan purwokinanti polsek pakualaman aipda sujiman sabtu melaksanakan pemantuan dan… ","Netral","bhabinkamtibmas kelurahan purwokinanti polsek pakualaman aipda sujiman sabtu melaksanakan pemantuan dan… "
"964",1,"usai indonesia giliran malaysia izinkan vaksin sinovac untuk remaja baca selengkapnya disini… ","Positif","usai indonesia giliran malaysia izinkan vaksin sinovac untuk remaja baca selengkapnya disini… "
"965",1,"even selepas tahun tamadun china menggunakan kaedah virolasi untuk menghasilkan vaksin kaedah ini sama macam dorn… ","Positif","even selepas tahun tamadun china menggunakan kaedah virolasi untuk menghasilkan vaksin kaedah ini sama macam dorn… "
"967",-1," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom d… ","Negatif"," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom d… "
"968",-1," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilita… ","Negatif"," aslinya dari pabrik vaksin kadaluarsa bulan tapi ijin darurat bpom data stabilita… "
"970",-2,"apa cuman gua disini kalau pas suntik vaksin antara peama sama ke dua itu beda btwgua dosis peama sinovac kedua astrazeneca","Negatif","apa cuman gua disini kalau pas suntik vaksin antara peama sama ke dua itu beda btwgua dosis peama sinovac kedua astrazeneca"
"971",1," oooogitu yaaakirain seperti halodoc dikasih tahu juga tempat dan jadwal nya semalam akhir nya daftar… ","Positif"," oooogitu yaaakirain seperti halodoc dikasih tahu juga tempat dan jadwal nya semalam akhir nya daftar… "
"972",0," ibuku punya riwayat daing juga minggu kemarin dicoba vaksin sinovac dosis peama alh… ","Netral"," ibuku punya riwayat daing juga minggu kemarin dicoba vaksin sinovac dosis peama alh… "
"973",-1,"aku iki asline power ranger pinkgra² di vaksin sinovac kekuatan q ilang","Negatif","aku iki asline power ranger pinkgra² di vaksin sinovac kekuatan q ilang"
"974",2," haha pengennya gituu tapi kemarin dapetnya tetap sinovac gapapalah ya yang penting akhirnya bisa vaksin ya astrii ","Positif"," haha pengennya gituu tapi kemarin dapetnya tetap sinovac gapapalah ya yang penting akhirnya bisa vaksin ya astrii "
"975",-1,"rasah kakean cangkemasline aku ki superman tapi wingi bar vaksin sinovac kekuatanku ilang","Negatif","rasah kakean cangkemasline aku ki superman tapi wingi bar vaksin sinovac kekuatanku ilang"
"976",0," pak sinovac vaksin ke bulan lagi","Netral"," pak sinovac vaksin ke bulan lagi"
"977",1,"keputusan itu dibuat selepas pengawal selia ubat negara itu memberikan kebenaran kepada pelancong dan pelajar asing… ","Positif","keputusan itu dibuat selepas pengawal selia ubat negara itu memberikan kebenaran kepada pelancong dan pelajar asing… "
"978",0,"australia mulai membuka perbatasannya pada november nanti traveler dengan vaksin sinovac diperbolehkan masuk ke sa… ","Netral","australia mulai membuka perbatasannya pada november nanti traveler dengan vaksin sinovac diperbolehkan masuk ke sa… "
"979",-2,"btull bapack ku saja yang awalnya takut karena punya penyakit paruparu aja akhirnya vaksin meskipun sinovac ","Negatif","btull bapack ku saja yang awalnya takut karena punya penyakit paruparu aja akhirnya vaksin meskipun sinovac "
"980",0," temenku punya asma flek paru juga vaksin sinovac aman smpe sekarang malah badannya makin seger","Netral"," temenku punya asma flek paru juga vaksin sinovac aman smpe sekarang malah badannya makin seger"
"981",-1," siapsiap yang mau umrah jangan lupa vaksin tapi jangan sinovac karena arab tak mau produk cina arab saudi longgarkan saya…","Negatif"," siapsiap yang mau umrah jangan lupa vaksin tapi jangan sinovac karena arab tak mau produk cina arab saudi longgarkan saya…"
"982",-1,"rasang kakean cangkemasline aku ki ultramentapi bar di vaksin sinovac kekuatan ku ilang","Negatif","rasang kakean cangkemasline aku ki ultramentapi bar di vaksin sinovac kekuatan ku ilang"
"983",1," aku dan kakakkakak ku asma semua kak and alhamdulillah kita sudahhvaksin semua dan dapatnya… ","Positif"," aku dan kakakkakak ku asma semua kak and alhamdulillah kita sudahhvaksin semua dan dapatnya… "
"984",-1,"siapsiap yang mau umrah jangan lupa vaksin tapi jangan sinovac karena arab tak mau produk cina arab saudi long… ","Negatif","siapsiap yang mau umrah jangan lupa vaksin tapi jangan sinovac karena arab tak mau produk cina arab saudi long… "
"985",0,"eh ternyata vaksin sinovac tahanya sampai bulan gitu ya","Netral","eh ternyata vaksin sinovac tahanya sampai bulan gitu ya"
"986",0," kamu vaksin sinovac apa yang lain","Netral"," kamu vaksin sinovac apa yang lain"
"987",1,"vaksin sinovac diakui warga indonesia bisa masuk australia ","Positif","vaksin sinovac diakui warga indonesia bisa masuk australia "
"988",1," sebanyak dosis vaksin sinovac telah diberikan dalam pelaksanaan vaksin covid di pmi kabupaten sragen pada rabu kamis…","Positif"," sebanyak dosis vaksin sinovac telah diberikan dalam pelaksanaan vaksin covid di pmi kabupaten sragen pada rabu kamis…"
"990",0," lha ktp ku semarang tapi vaksin nag sidoarjo jatim yo iso ik sinovac","Netral"," lha ktp ku semarang tapi vaksin nag sidoarjo jatim yo iso ik sinovac"
"991",-3,"aku salah vaksinpeama prizer kedua malah sinovac aku lupa beneran wow yallah aku gabakal mokad kan","Negatif","aku salah vaksinpeama prizer kedua malah sinovac aku lupa beneran wow yallah aku gabakal mokad kan"
"992",0," mau tolak sampai mencret juga kalau mau jadi tki atau umroh ya pakai vaksin selain sinovac","Netral"," mau tolak sampai mencret juga kalau mau jadi tki atau umroh ya pakai vaksin selain sinovac"
"993",2,"punten mau nanya vaksin peama sama vaksin kedua itu sama ya apa beda kalausemisal vaksin peamanya sinovac tru… ","Positif","punten mau nanya vaksin peama sama vaksin kedua itu sama ya apa beda kalausemisal vaksin peamanya sinovac tru… "
"994",1," semangat banget aku tuh kak iya yapantes banyak yang hindarin sinovac tapi bagaimana lagi di dalam negri pun… ","Positif"," semangat banget aku tuh kak iya yapantes banyak yang hindarin sinovac tapi bagaimana lagi di dalam negri pun… "
"995",1," therapeutic goods administration menyatakan vaksin sinovac dan astrazeneca masuk ke dalam daftar vaksin covid yang diakui keput…","Positif"," therapeutic goods administration menyatakan vaksin sinovac dan astrazeneca masuk ke dalam daftar vaksin covid yang diakui keput…"
"996",0,"therapeutic goods administration menyatakan vaksin sinovac dan astrazeneca masuk ke dalam daftar vaksin covid yang… ","Netral","therapeutic goods administration menyatakan vaksin sinovac dan astrazeneca masuk ke dalam daftar vaksin covid yang… "
"998",0,"bedanya vaksin moderna dengan sinovac apa teman ","Netral","bedanya vaksin moderna dengan sinovac apa teman "
"999",-1,"euy mau nanya kalauvaksin bagusan sinovac atau pfizer","Negatif","euy mau nanya kalauvaksin bagusan sinovac atau pfizer"
"1000",0,"wes dasare mageran ketambah vaksin sinovac","Netral","wes dasare mageran ketambah vaksin sinovac"
"1001",0," mjb ka kalauada dokter yang bilang gaboleh vaksin ketiga tuh kenapa wkwk padahal dosis sinovac tau tidak penjelasannya","Netral"," mjb ka kalauada dokter yang bilang gaboleh vaksin ketiga tuh kenapa wkwk padahal dosis sinovac tau tidak penjelasannya"
"1002",3,"alhamdulillah mama sudah bisa vaksin tadi pagi random lgsg telpon mama suruh vaksin terus doi lgsg ke puskes terdekat… ","Positif","alhamdulillah mama sudah bisa vaksin tadi pagi random lgsg telpon mama suruh vaksin terus doi lgsg ke puskes terdekat… "
"1003",0,"informasi vaksin covid bogor sinovac dosis dan kecamatan ciomas tersedia kuota ","Netral","informasi vaksin covid bogor sinovac dosis dan kecamatan ciomas tersedia kuota "
"1004",1," jbrfess informasi vaksin hari sabtu tanggal oktober pelaksana kodim tempat balai desa sukorambi sasaran lansi…","Positif"," jbrfess informasi vaksin hari sabtu tanggal oktober pelaksana kodim tempat balai desa sukorambi sasaran lansi…"
"1005",-1,"informasi vaksin covid bogor sinovac dosis dan puskesmas ciomas rahayu untuk masyarakat umum ","Negatif","informasi vaksin covid bogor sinovac dosis dan puskesmas ciomas rahayu untuk masyarakat umum "
"1006",1," oalah sinovac enak banget ini vaksin pas disuntik tidak berasa efeknya juga cuma pegal","Positif"," oalah sinovac enak banget ini vaksin pas disuntik tidak berasa efeknya juga cuma pegal"
"1007",2," ada mas di bbbrp jurnal luar negeri dibahas efektifitas vaksin trhdp varian delta paling bagus mod… ","Positif"," ada mas di bbbrp jurnal luar negeri dibahas efektifitas vaksin trhdp varian delta paling bagus mod… "
"1008",-1," sinovac kan tidak sakit tapi tipe orang yang udah vaksin beda² sih","Negatif"," sinovac kan tidak sakit tapi tipe orang yang udah vaksin beda² sih"
"1009",0,"lur ada informasi vaksin dosis kedua kah yang isinya sinovac dalam minggu ke depan makasih sebelumnya","Netral","lur ada informasi vaksin dosis kedua kah yang isinya sinovac dalam minggu ke depan makasih sebelumnya"
"1010",0," kak aku asma udah vaksin sebenernya aku agak bandel juga jangan ditiru hehe minggu… ","Netral"," kak aku asma udah vaksin sebenernya aku agak bandel juga jangan ditiru hehe minggu… "
"1011",-1," iyaa aku juga gapaham kek nya bengkak gitu cuma hijau vaksin sinovac","Negatif"," iyaa aku juga gapaham kek nya bengkak gitu cuma hijau vaksin sinovac"
"1012",0," kalauvaksin peama sinovac vaksin kedua boleh pfizer tidak","Netral"," kalauvaksin peama sinovac vaksin kedua boleh pfizer tidak"
"1013",2,"pelaksanaan vaksinasi massal untuk dosis dan dosis vaksin sinovac di gerai vaksin presisi polres brebes memasuk… ","Positif","pelaksanaan vaksinasi massal untuk dosis dan dosis vaksin sinovac di gerai vaksin presisi polres brebes memasuk… "
"1014",2,"apel pengamanan kegiatan vaksinasi massal hari ke gerai vaksin presisi polres brebes untuk dosis dan dosis va… ","Positif","apel pengamanan kegiatan vaksinasi massal hari ke gerai vaksin presisi polres brebes untuk dosis dan dosis va… "
"1015",-1,"rasah kokean ngece asline aku ki kuat tapi bar vaksin sinovac kekuatanku ilang ","Negatif","rasah kokean ngece asline aku ki kuat tapi bar vaksin sinovac kekuatanku ilang "
"1016",0,"informasi vaksin sinovac dosis dan puskesmas tenjo hari ini anak usia tahun ke atas boleh ikut ","Netral","informasi vaksin sinovac dosis dan puskesmas tenjo hari ini anak usia tahun ke atas boleh ikut "
"1017",1," mjb pacarku ada asma tapi kemarin dia sudah slesai vaksin dosis pakai vaksin sinovac dan alhamdu… ","Positif"," mjb pacarku ada asma tapi kemarin dia sudah slesai vaksin dosis pakai vaksin sinovac dan alhamdu… "
"1020",0,"informasi vaksin dosis sinovac buat daerah sukamulya kabupaten tangerang dong bestie kalaubisa yang tidak mandang domisili s… ","Netral","informasi vaksin dosis sinovac buat daerah sukamulya kabupaten tangerang dong bestie kalaubisa yang tidak mandang domisili s… "
"1021",-1," nitip dong kalauada yang punya informasi vaksin dosis sinovac di sekitaran sukamulya yang tidak perlu domisi… ","Negatif"," nitip dong kalauada yang punya informasi vaksin dosis sinovac di sekitaran sukamulya yang tidak perlu domisi… "
"1022",-1,"informasi vaksin covid massal bogor polsek caringin hari ini pakai sinovac dosis dan untuk masyarakat umum ","Negatif","informasi vaksin covid massal bogor polsek caringin hari ini pakai sinovac dosis dan untuk masyarakat umum "
"1023",-1,"penggunaan vaksin sinovac kepada golongan remaja berumur tahun dan ke atas dibenarkan ketua pengarah kesihatan… ","Negatif","penggunaan vaksin sinovac kepada golongan remaja berumur tahun dan ke atas dibenarkan ketua pengarah kesihatan… "
"1025",1,"vaksin sinovac gratis untuk ke ampminggu di vihara avalokiteswara kelbanten keckasemen kota serang… ","Positif","vaksin sinovac gratis untuk ke ampminggu di vihara avalokiteswara kelbanten keckasemen kota serang… "
"1026",-1," mjb kak ayah nya punya riwayat darah tinggi aman pakai sinovac ada after effect nya soalny… ","Negatif"," mjb kak ayah nya punya riwayat darah tinggi aman pakai sinovac ada after effect nya soalny… "
"1027",-2," nampaknya vaksin astrazeneca zeneca paling berkesan mengawal covid walaupun dikaitkan dengan pembekuan darah blood clot…","Negatif"," nampaknya vaksin astrazeneca zeneca paling berkesan mengawal covid walaupun dikaitkan dengan pembekuan darah blood clot…"
"1028",1," kan sama juga kalau tidak salah bpom juga banget belum setuju penggunaan vaksin sinov… ","Positif"," kan sama juga kalau tidak salah bpom juga banget belum setuju penggunaan vaksin sinov… "
"1030",1,"gelombang ketiga itu profit taking vaksin ke kan bayar tidak gratis sinovac aja rb paling murah tuh diban… ","Positif","gelombang ketiga itu profit taking vaksin ke kan bayar tidak gratis sinovac aja rb paling murah tuh diban… "
"1033",0," akuu aku vaksin pfizerbiontech tapi kalautidak ada pakai sinovac juga gapapa banget kok intinya j… ","Netral"," akuu aku vaksin pfizerbiontech tapi kalautidak ada pakai sinovac juga gapapa banget kok intinya j… "
"1034",2,"validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin pulihkan nusantara","Positif","validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin pulihkan nusantara"
"1035",2," validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin pulihkan indonesia","Positif"," validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin pulihkan indonesia"
"1036",3,"validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin yang digunakan di indonesia sudah teruji keamanann… ","Positif","validasi sinovac oleh who bukti vaksin aman teruji mutu vaksin yang digunakan di indonesia sudah teruji keamanann… "
"1037",3,"aku sudah vaksin kali pernah kena c word juga tapi gejalanya ringan untungnya cuma pas pakai vaksin sinovac jadi gampang l… ","Positif","aku sudah vaksin kali pernah kena c word juga tapi gejalanya ringan untungnya cuma pas pakai vaksin sinovac jadi gampang l… "
"1039",1,"jbrfess informasi vaksin hari sabtu tanggal oktober pelaksana kodim tempat balai desa sukorambi sasar… ","Positif","jbrfess informasi vaksin hari sabtu tanggal oktober pelaksana kodim tempat balai desa sukorambi sasar… "
